ADM_ID,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM3_PCODE,ADM3_EN,LATITUDE,LONGITUDE,AREA,PERIMETER
30807000,PH030000000,Region III,PH030800000,Bataan,PH030807000,Mariveles,14.475,120.507,194316173.4,112145.917
30803000,PH030000000,Region III,PH030800000,Bataan,PH030803000,City of Balanga,14.668,120.486,89585138.7,60705.102
30810000,PH030000000,Region III,PH030800000,Bataan,PH030810000,Orion,14.59,120.533,89639812.4,61470.41
31406000,PH030000000,Region III,PH031400000,Bulacan,PH031406000,Bustos,14.931,120.929,39865031.24,34187.769
15536000,PH010000000,Region I,PH015500000,Pangasinan,PH015536000,San Nicolas,16.124,120.772,225227527.9,61837.889
34905000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034905000,Carranglan,16.015,121.029,734486021.6,116246.975
34902000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034902000,Bongabon,15.658,121.228,215560846.2,76216.856
34907000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034907000,Gabaldon,15.498,121.286,367504888.7,82460.245
34919000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034919000,Palayan City,15.493,121.11,131225934.8,94341.178
31409000,PH030000000,Region III,PH031400000,Bulacan,PH031409000,Hagonoy,14.817,120.734,83394398.38,59716.555
35410000,PH030000000,Region III,PH035400000,Pampanga,PH035410000,Macabebe,14.871,120.667,90241059.49,104867.095
35414000,PH030000000,Region III,PH035400000,Pampanga,PH035414000,Minalin,14.96,120.693,52019103.02,53551.46
35422000,PH030000000,Region III,PH035400000,Pampanga,PH035422000,Sasmuan,14.885,120.62,40085791.12,53519.772
15504000,PH010000000,Region I,PH015500000,Pangasinan,PH015504000,Alcala,15.837,120.528,58537642.62,36004.932
36909000,PH030000000,Region III,PH036900000,Tarlac,PH036909000,Moncada,15.735,120.547,101741054.5,49418.675
36918000,PH030000000,Region III,PH036900000,Tarlac,PH036918000,San Jose,15.437,120.334,595830134.9,117673.297
37105000,PH030000000,Region III,PH037100000,Zambales,PH037105000,Iba,15.368,120.037,140348375.7,70271.698
37103000,PH030000000,Region III,PH037100000,Zambales,PH037103000,Candelaria,15.631,120.085,423947978.2,104762.684
30808000,PH030000000,Region III,PH030800000,Bataan,PH030808000,Morong,14.705,120.329,173599199.5,68096.485
37101000,PH030000000,Region III,PH037100000,Zambales,PH037101000,Botolan,15.238,120.193,668139005.5,127152.805
37110000,PH030000000,Region III,PH037100000,Zambales,PH037110000,San Felipe,15.074,120.118,114367059.3,56637.373
15520000,PH010000000,Region I,PH015500000,Pangasinan,PH015520000,Infanta,15.865,120.009,192651917.7,102179.39
15515000,PH010000000,Region I,PH015500000,Pangasinan,PH015515000,Bugallon,15.922,120.175,178555353.8,80113.558
37706000,PH030000000,Region III,PH037700000,Aurora,PH037706000,Dipaculao,15.997,121.621,400659341.4,131781.82
41003000,PH040000000,Region IV-A,PH041000000,Batangas,PH041003000,Balayan,13.966,120.732,93001059.51,67771.066
41007000,PH040000000,Region IV-A,PH041000000,Batangas,PH041007000,Calaca,13.977,120.823,114860455.3,53227.454
41025000,PH040000000,Region IV-A,PH041000000,Batangas,PH041025000,San Nicolas,13.962,120.971,21327893.21,31778.174
42115000,PH040000000,Region IV-A,PH042100000,Cavite,PH042115000,Naic,14.293,120.795,70928424.69,49174.859
42111000,PH040000000,Region IV-A,PH042100000,Cavite,PH042111000,Kawit,14.437,120.904,15958895.42,41025.52
42116000,PH040000000,Region IV-A,PH042100000,Cavite,PH042116000,Noveleta,14.436,120.881,5156621.38,12386.33
42117000,PH040000000,Region IV-A,PH042100000,Cavite,PH042117000,Rosario,14.414,120.863,8001936.992,12991.401
42120000,PH040000000,Region IV-A,PH042100000,Cavite,PH042120000,Tanza,14.348,120.837,74538856.08,46696.226
43409000,PH040000000,Region IV-A,PH043400000,Laguna,PH043409000,Kalayaan,14.333,121.532,53585892.97,53847.821
45610000,PH040000000,Region IV-A,PH045600000,Quezon,PH045610000,Catanauan,13.644,122.316,253346793.5,100593.695
45616000,PH040000000,Region IV-A,PH045600000,Quezon,PH045616000,General Luna,13.697,122.224,100064745.1,66318.116
43427000,PH040000000,Region IV-A,PH043400000,Laguna,PH043427000,Santa Maria,14.511,121.426,108953647.0,57426.018
45617000,PH040000000,Region IV-A,PH045600000,Quezon,PH045617000,General Nakar,14.882,121.462,1321993982.0,216536.965
45605000,PH040000000,Region IV-A,PH045600000,Quezon,PH045605000,Buenavista,13.74,122.432,171343613.0,80737.275
45618000,PH040000000,Region IV-A,PH045600000,Quezon,PH045618000,Guinayangan,13.908,122.426,225724329.9,132231.418
45620000,PH040000000,Region IV-A,PH045600000,Quezon,PH045620000,Infanta,14.676,121.586,172263049.1,122438.684
45631000,PH040000000,Region IV-A,PH045600000,Quezon,PH045631000,Panukulan,14.973,121.88,179659928.0,125170.042
45602000,PH040000000,Region IV-A,PH045600000,Quezon,PH045602000,Alabat,14.118,122.029,60411802.14,55453.761
43407000,PH040000000,Region IV-A,PH043400000,Laguna,PH043407000,Cavinti,14.246,121.553,116049855.8,75997.655
45638000,PH040000000,Region IV-A,PH045600000,Quezon,PH045638000,Real,14.513,121.582,350767343.7,157141.169
43418000,PH040000000,Region IV-A,PH043400000,Laguna,PH043418000,Paete,14.375,121.535,48466235.49,32411.279
43420000,PH040000000,Region IV-A,PH043400000,Laguna,PH043420000,Pakil,14.388,121.448,47464393.18,53111.206
45642000,PH040000000,Region IV-A,PH045600000,Quezon,PH045642000,San Francisco,13.295,122.572,316190678.7,109803.098
45644000,PH040000000,Region IV-A,PH045600000,Quezon,PH045644000,San Narciso,13.556,122.534,242684224.1,141280.814
45601000,PH040000000,Region IV-A,PH045600000,Quezon,PH045601000,Agdangan,13.884,121.924,35587580.93,34387.187
45649000,PH040000000,Region IV-A,PH045600000,Quezon,PH045649000,Unisan,13.861,122.0,107425621.2,65134.094
45619000,PH040000000,Region IV-A,PH045600000,Quezon,PH045619000,Gumaca,13.877,122.124,185275156.8,108162.459
45808000,PH040000000,Region IV-A,PH045800000,Rizal,PH045808000,Rodriguez,14.773,121.218,235038087.1,99368.852
45812000,PH040000000,Region IV-A,PH045800000,Rizal,PH045812000,Tanay,14.604,121.359,283797175.6,115185.655
50510000,PH050000000,Region V,PH050500000,Albay,PH050510000,Malinao,13.383,123.651,109347339.7,46419.79
50514000,PH050000000,Region V,PH050500000,Albay,PH050514000,Polangui,13.324,123.497,123197004.7,68680.734
50509000,PH050000000,Region V,PH050500000,Albay,PH050509000,Malilipot,13.304,123.734,43417392.85,41402.435
50516000,PH050000000,Region V,PH050500000,Albay,PH050516000,Santo Domingo,13.244,123.759,54783495.2,47909.201
51712000,PH050000000,Region V,PH051700000,Camarines Sur,PH051712000,Del Gallego,13.949,122.682,213684544.0,82819.767
51604000,PH050000000,Region V,PH051600000,Camarines Norte,PH051604000,San Lorenzo Ruiz,14.015,122.876,89982208.93,67937.974
51611000,PH050000000,Region V,PH051600000,Camarines Norte,PH051611000,Talisay,14.141,122.927,31852030.91,30989.595
51706000,PH050000000,Region V,PH051700000,Camarines Sur,PH051706000,Bula,13.456,123.262,164702072.2,89647.482
51702000,PH050000000,Region V,PH051700000,Camarines Sur,PH051702000,Balatan,13.348,123.253,57982914.6,38669.273
51719000,PH050000000,Region V,PH051700000,Camarines Sur,PH051719000,Lupi,13.853,122.89,198500743.5,111281.06
51718000,PH050000000,Region V,PH051700000,Camarines Sur,PH051718000,Libmanan,13.665,122.979,368860065.4,114301.928
51734000,PH050000000,Region V,PH051700000,Camarines Sur,PH051734000,Sipocot,13.794,122.96,253836613.9,111721.416
52006000,PH050000000,Region V,PH052000000,Catanduanes,PH052006000,Pandan,14.031,124.196,106089094.7,72767.335
52008000,PH050000000,Region V,PH052000000,Catanduanes,PH052008000,San Andres,13.662,124.11,179221913.0,85583.246
52011000,PH050000000,Region V,PH052000000,Catanduanes,PH052011000,Virac,13.601,124.195,134417096.8,60481.09
52009000,PH050000000,Region V,PH052000000,Catanduanes,PH052009000,San Miguel,13.704,124.256,242911871.4,59761.761
54102000,PH050000000,Region V,PH054100000,Masbate,PH054102000,Baleno,12.424,123.48,155135498.4,70052.763
56207000,PH050000000,Region V,PH056200000,Sorsogon,PH056207000,Donsol,12.971,123.577,153211426.2,73287.971
56213000,PH050000000,Region V,PH056200000,Sorsogon,PH056213000,Pilar,12.952,123.699,201280428.2,179933.127
60401000,PH060000000,Region VI,PH060400000,Aklan,PH060401000,Altavas,11.514,122.461,94901054.26,55886.653
60409000,PH060000000,Region VI,PH060400000,Aklan,PH060409000,Libacao,11.416,122.294,177602534.2,70219.814
60602000,PH060000000,Region VI,PH060600000,Antique,PH060602000,Barbaza,11.254,122.125,176623489.3,71754.581
60611000,PH060000000,Region VI,PH060600000,Antique,PH060611000,Pandan,11.742,122.091,146940726.2,65448.699
60603000,PH060000000,Region VI,PH060600000,Antique,PH060603000,Belison,10.849,121.984,29825278.52,26117.73
60614000,PH060000000,Region VI,PH060600000,Antique,PH060614000,San Remigio,10.898,122.176,394655005.7,96493.553
61911000,PH060000000,Region VI,PH061900000,Capiz,PH061911000,Pilar,11.462,123.017,117994771.0,61233.875
61913000,PH060000000,Region VI,PH061900000,Capiz,PH061913000,President Roxas,11.419,122.949,68439851.6,45108.584
61905000,PH060000000,Region VI,PH061900000,Capiz,PH061905000,Ivisan,11.52,122.682,57905814.54,52627.641
61915000,PH060000000,Region VI,PH061900000,Capiz,PH061915000,Sapi-An,11.5,122.589,87815634.48,58044.145
61916000,PH060000000,Region VI,PH061900000,Capiz,PH061916000,Sigma,11.429,122.669,106993855.6,53798.802
61903000,PH060000000,Region VI,PH061900000,Capiz,PH061903000,Dumalag,11.312,122.618,91788580.83,45349.522
60609000,PH060000000,Region VI,PH060600000,Antique,PH060609000,Laua-An,11.156,122.11,159857975.8,72042.634
61917000,PH060000000,Region VI,PH061900000,Capiz,PH061917000,Tapaz,11.257,122.415,523572000.1,126564.421
61901000,PH060000000,Region VI,PH061900000,Capiz,PH061901000,Cuartero,11.311,122.764,105526974.0,68499.753
63020000,PH060000000,Region VI,PH063000000,Iloilo,PH063020000,Guimbal,10.693,122.31,43291847.77,37292.056
63030000,PH060000000,Region VI,PH063000000,Iloilo,PH063030000,Miagao,10.685,122.184,169999884.0,62667.574
63003000,PH060000000,Region VI,PH063000000,Iloilo,PH063003000,Anilao,11.002,122.739,101948392.5,45297.907
63039000,PH060000000,Region VI,PH063000000,Iloilo,PH063039000,San Enrique,11.105,122.717,105520307.7,54348.242
63040000,PH060000000,Region VI,PH063000000,Iloilo,PH063040000,San Joaquin,10.596,122.078,199212211.4,73354.098
60608000,PH060000000,Region VI,PH060600000,Antique,PH060608000,Hamtic,10.666,122.01,135580687.2,54018.602
61912000,PH060000000,Region VI,PH061900000,Capiz,PH061912000,Pontevedra,11.438,122.867,104789765.6,75567.074
63044000,PH060000000,Region VI,PH063000000,Iloilo,PH063044000,Sara,11.302,122.997,184775856.4,64139.244
63027000,PH060000000,Region VI,PH063000000,Iloilo,PH063027000,Lemery,11.229,122.914,149501466.4,55486.126
63046000,PH060000000,Region VI,PH063000000,Iloilo,PH063046000,Tubungan,10.801,122.286,90309454.31,51991.471
71216000,PH070000000,Region VII,PH071200000,Bohol,PH071216000,Cortes,9.719,123.904,33253519.7,33946.736
71208000,PH070000000,Region VII,PH071200000,Bohol,PH071208000,Bilar,9.706,124.116,158844189.2,66240.909
71229000,PH070000000,Region VII,PH071200000,Bohol,PH071229000,Loboc,9.644,124.041,57879418.06,33300.578
71227000,PH070000000,Region VII,PH071200000,Bohol,PH071227000,Lila,9.608,124.106,17882131.79,31194.951
71222000,PH070000000,Region VII,PH071200000,Bohol,PH071222000,Garcia Hernandez,9.663,124.282,96497709.28,46985.097
71240000,PH070000000,Region VII,PH071200000,Bohol,PH071240000,Sierra Bullones,9.78,124.284,99254477.46,50799.752
71217000,PH070000000,Region VII,PH071200000,Bohol,PH071217000,Dagohoy,9.907,124.273,92500736.28,57566.421
71238000,PH070000000,Region VII,PH071200000,Bohol,PH071238000,San Miguel,9.979,124.333,107364325.6,49353.678
71247000,PH070000000,Region VII,PH071200000,Bohol,PH071247000,Valencia,9.664,124.218,99000806.41,47116.656
71207000,PH070000000,Region VII,PH071200000,Bohol,PH071207000,Batuan,9.804,124.126,84857793.73,57345.109
72205000,PH070000000,Region VII,PH072200000,Cebu,PH072205000,Argao,9.918,123.548,195850396.0,67409.609
72202000,PH070000000,Region VII,PH072200000,Cebu,PH072202000,Alcoy,9.711,123.468,67429859.45,33328.722
72229000,PH070000000,Region VII,PH072200000,Cebu,PH072229000,Malabuyoc,9.656,123.365,82021964.61,41391.28
72219000,PH070000000,Region VII,PH072200000,Cebu,PH072219000,Consolacion,10.396,123.95,37951019.87,57055.699
72230000,PH070000000,Region VII,PH072200000,Cebu,PH072230000,Mandaue City,10.345,123.941,31119123.26,37017.306
72208000,PH070000000,Region VII,PH072200000,Cebu,PH072208000,Balamban,10.483,123.777,221462283.1,88913.432
72232000,PH070000000,Region VII,PH072200000,Cebu,PH072232000,Minglanilla,10.277,123.781,51136304.44,37958.009
72234000,PH070000000,Region VII,PH072200000,Cebu,PH072234000,City of Naga,10.243,123.723,97160783.6,50040.261
72214000,PH070000000,Region VII,PH072200000,Cebu,PH072214000,City of Carcar,10.119,123.631,98854102.08,62925.447
72237000,PH070000000,Region VII,PH072200000,Cebu,PH072237000,Pinamungajan,10.266,123.619,105603297.1,48613.997
72204000,PH070000000,Region VII,PH072200000,Cebu,PH072204000,Aloguinsan,10.194,123.576,62685051.07,36104.532
72241000,PH070000000,Region VII,PH072200000,Cebu,PH072241000,San Fernando,10.185,123.676,74861818.39,43058.77
72238000,PH070000000,Region VII,PH072200000,Cebu,PH072238000,Poro,10.672,124.431,65748430.95,50263.684
72246000,PH070000000,Region VII,PH072200000,Cebu,PH072246000,Sibonga,10.025,123.579,105676598.6,59905.753
72250000,PH070000000,Region VII,PH072200000,Cebu,PH072250000,City of Talisay,10.284,123.821,42110779.54,40741.969
76101000,PH070000000,Region VII,PH076100000,Siquijor,PH076101000,Enrique Villanueva,9.261,123.636,26297542.27,25662.528
76104000,PH070000000,Region VII,PH076100000,Siquijor,PH076104000,Maria,9.178,123.656,56642494.26,47000.894
76103000,PH070000000,Region VII,PH076100000,Siquijor,PH076103000,Lazi,9.14,123.608,70473181.91,46814.487
76105000,PH070000000,Region VII,PH076100000,Siquijor,PH076105000,San Juan,9.153,123.52,40242877.99,40759.805
76106000,PH070000000,Region VII,PH076100000,Siquijor,PH076106000,Siquijor,9.193,123.537,84837227.8,62904.304
82605000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082605000,Can-Avid,11.968,125.321,239139731.6,92603.985
82607000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082607000,General Macarthur,11.274,125.476,182990790.6,63274.823
82602000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082602000,Balangiga,11.197,125.364,196098157.1,86792.012
82603000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082603000,Balangkayan,11.404,125.396,185956546.1,95547.536
82614000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082614000,Maslog,12.124,125.196,304044094.0,77790.468
83723000,PH080000000,Region VIII,PH083700000,Leyte,PH083723000,Jaro,11.16,124.768,187180541.7,67540.811
83726000,PH080000000,Region VIII,PH083700000,Leyte,PH083726000,Kananga,11.182,124.602,232903869.1,74980.575
83714000,PH080000000,Region VIII,PH083700000,Leyte,PH083714000,Capoocan,11.288,124.587,110528094.7,84797.386
83729000,PH080000000,Region VIII,PH083700000,Leyte,PH083729000,Leyte,11.341,124.499,180643864.0,109857.082
83713000,PH080000000,Region VIII,PH083700000,Leyte,PH083713000,Calubian,11.478,124.372,89404675.8,76689.139
83708000,PH080000000,Region VIII,PH083700000,Leyte,PH083708000,City of Baybay,10.675,124.835,377811484.7,116423.59
83730000,PH080000000,Region VIII,PH083700000,Leyte,PH083730000,Macarthur,10.825,124.936,71040225.18,53409.903
83719000,PH080000000,Region VIII,PH083700000,Leyte,PH083719000,Hilongos,10.415,124.82,193539188.5,70065.55
83731000,PH080000000,Region VIII,PH083700000,Leyte,PH083731000,Mahaplag,10.582,124.964,189452183.6,67583.975
83733000,PH080000000,Region VIII,PH083700000,Leyte,PH083733000,Matag-Ob,11.136,124.467,70199743.4,51972.528
83736000,PH080000000,Region VIII,PH083700000,Leyte,PH083736000,Merida,10.957,124.508,106514707.3,72674.109
83745000,PH080000000,Region VIII,PH083700000,Leyte,PH083745000,Tabango,11.32,124.415,129972295.9,78478.219
83751000,PH080000000,Region VIII,PH083700000,Leyte,PH083751000,Villaba,11.214,124.439,151355431.8,74356.369
82611000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082611000,Jipapad,12.277,125.213,116316696.0,45085.759
84807000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084807000,Gamay,12.387,125.261,84624513.14,75214.468
84803000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084803000,Bobon,12.439,124.53,119781492.0,62302.551
84818000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084818000,San Isidro,12.35,124.395,181862346.9,64373.196
84824000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084824000,Lope de Vega,12.314,124.644,243520703.1,83705.8
86003000,PH080000000,Region VIII,PH086000000,Samar,PH086003000,Calbayog City,12.191,124.586,875952546.5,180233.319
86004000,PH080000000,Region VIII,PH086000000,Samar,PH086004000,Calbiga,11.605,125.081,195943644.9,66920.638
86013000,PH080000000,Region VIII,PH086000000,Samar,PH086013000,Pinabacdao,11.545,125.049,99054504.54,67437.755
82620000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082620000,San Julian,11.732,125.376,140313667.6,82717.87
86008000,PH080000000,Region VIII,PH086000000,Samar,PH086008000,Hinabangan,11.72,125.181,400473193.4,85542.501
82612000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082612000,Lawaan,11.197,125.286,145610504.3,69085.549
86010000,PH080000000,Region VIII,PH086000000,Samar,PH086010000,Marabut,11.206,125.217,136871582.9,75562.854
86011000,PH080000000,Region VIII,PH086000000,Samar,PH086011000,Matuguinao,12.194,125.012,375282600.2,89444.999
86014000,PH080000000,Region VIII,PH086000000,Samar,PH086014000,San Jose de Buan,12.07,125.057,297727771.3,72409.436
86015000,PH080000000,Region VIII,PH086000000,Samar,PH086015000,San Sebastian,11.697,125.028,32533297.52,32760.345
82623000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082623000,Taft,11.872,125.343,242892550.8,86219.496
86022000,PH080000000,Region VIII,PH086000000,Samar,PH086022000,Paranas,11.874,125.127,512532447.8,103845.993
86009000,PH080000000,Region VIII,PH086000000,Samar,PH086009000,Jiabong,11.851,124.973,121635345.7,61360.647
86025000,PH080000000,Region VIII,PH086000000,Samar,PH086025000,San Jorge,11.983,124.903,268552620.7,78745.898
86026000,PH080000000,Region VIII,PH086000000,Samar,PH086026000,Pagsanghan,11.964,124.754,33199419.96,34376.741
86402000,PH080000000,Region VIII,PH086400000,Southern Leyte,PH086402000,Bontoc,10.382,124.92,124937275.2,75809.354
86408000,PH080000000,Region VIII,PH086400000,Southern Leyte,PH086408000,Macrohon,10.091,124.951,66430386.12,43496.531
86410000,PH080000000,Region VIII,PH086400000,Southern Leyte,PH086410000,Padre Burgos,10.068,125.007,27530732.04,31449.543
86417000,PH080000000,Region VIII,PH086400000,Southern Leyte,PH086417000,Sogod,10.449,124.995,219645500.6,63835.504
87802000,PH080000000,Region VIII,PH087800000,Biliran,PH087802000,Biliran,11.505,124.483,61776040.61,50899.754
87803000,PH080000000,Region VIII,PH087800000,Biliran,PH087803000,Cabucgayan,11.505,124.562,58995593.77,39926.036
97202000,PH090000000,Region IX,PH097200000,Zamboanga del Norte,PH097202000,Dipolog City,8.505,123.348,118568689.7,102087.102
97203000,PH090000000,Region IX,PH097200000,Zamboanga del Norte,PH097203000,Katipunan,8.399,123.275,232816360.8,91628.322
97215000,PH090000000,Region IX,PH097200000,Zamboanga del Norte,PH097215000,Siayan,8.156,123.128,481909037.1,132357.276
97222000,PH090000000,Region IX,PH097200000,Zamboanga del Norte,PH097222000,Jose Dalman,8.395,123.056,134045040.3,79388.852
97207000,PH090000000,Region IX,PH097200000,Zamboanga del Norte,PH097207000,Manukan,8.462,123.109,146852276.6,74317.751
97223000,PH090000000,Region IX,PH097200000,Zamboanga del Norte,PH097223000,Gutalac,7.949,122.364,398682321.2,114673.868
97224000,PH090000000,Region IX,PH097200000,Zamboanga del Norte,PH097224000,Baliguian,7.82,122.253,391457637.9,115350.718
97225000,PH090000000,Region IX,PH097200000,Zamboanga del Norte,PH097225000,Godod,7.993,122.833,237563442.7,97110.794
97303000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097303000,Bayog,7.899,123.033,265276441.6,106346.93
97226000,PH090000000,Region IX,PH097200000,Zamboanga del Norte,PH097226000,Bacungan,8.055,122.943,250606441.9,105025.189
97312000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097312000,Labangan,7.909,123.424,160022172.2,100898.399
97307000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097307000,Dumalinao,7.774,123.386,127113286.1,78915.225
97324000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097324000,San Miguel,7.691,123.267,92502518.92,61285.105
97302000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097302000,Aurora,7.949,123.582,160441218.2,88976.487
97328000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097328000,Tambulig,8.062,123.554,138608628.4,99675.447
97330000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097330000,Tukuran,7.908,123.534,130024627.6,91989.178
97340000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097340000,Sominot,8.035,123.376,112390516.4,65602.285
97343000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097343000,Guipos,7.749,123.31,96888075.73,59037.369
97311000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097311000,Kumalarang,7.775,123.138,134209950.9,74923.231
98309000,PH090000000,Region IX,PH098300000,Zamboanga Sibugay,PH098309000,Naga,7.842,122.71,151837783.1,126491.253
98312000,PH090000000,Region IX,PH098300000,Zamboanga Sibugay,PH098312000,Roseller Lim,7.702,122.431,211414304.9,97068.328
98313000,PH090000000,Region IX,PH098300000,Zamboanga Sibugay,PH098313000,Siay,7.735,122.877,228047936.3,112816.345
98314000,PH090000000,Region IX,PH098300000,Zamboanga Sibugay,PH098314000,Talusan,7.367,122.859,46462838.23,62981.984
98315000,PH090000000,Region IX,PH098300000,Zamboanga Sibugay,PH098315000,Titay,7.845,122.518,297654761.1,101302.601
101306000,PH100000000,Region X,PH101300000,Bukidnon,PH101306000,Kadingilan,7.54,124.876,166864106.5,99908.808
101309000,PH100000000,Region X,PH101300000,Bukidnon,PH101309000,Kitaotao,7.566,125.152,386695317.7,171664.781
101301000,PH100000000,Region X,PH101300000,Bukidnon,PH101301000,Baungon,8.246,124.709,421465347.6,137245.426
101310000,PH100000000,Region X,PH101300000,Bukidnon,PH101310000,Lantapan,8.062,124.981,355774581.9,103251.666
101314000,PH100000000,Region X,PH101300000,Bukidnon,PH101314000,Manolo Fortich,8.374,124.89,436532956.8,168939.359
101312000,PH100000000,Region X,PH101300000,Bukidnon,PH101312000,City of Malaybalay,8.16,125.183,1004031710.0,177086.876
101318000,PH100000000,Region X,PH101300000,Bukidnon,PH101318000,San Fernando,7.813,125.352,605349655.4,120698.046
101320000,PH100000000,Region X,PH101300000,Bukidnon,PH101320000,Talakag,8.056,124.693,979035820.1,187165.54
101321000,PH100000000,Region X,PH101300000,Bukidnon,PH101321000,City of Valencia,7.912,125.08,667801217.6,173897.3
101801000,PH100000000,Region X,PH101800000,Camiguin,PH101801000,Catarman,9.169,124.676,73754182.99,37571.545
103504000,PH100000000,Region X,PH103500000,Lanao del Norte,PH103504000,Iligan City,8.231,124.373,532187328.2,175253.542
103510000,PH100000000,Region X,PH103500000,Lanao del Norte,PH103510000,Linamon,8.168,124.155,18516230.94,23423.431
104203000,PH100000000,Region X,PH104200000,Misamis Occidental,PH104203000,Bonifacio,8.081,123.599,109718772.6,56001.973
104208000,PH100000000,Region X,PH104200000,Misamis Occidental,PH104208000,Lopez Jaena,8.498,123.7,112816288.3,90847.276
104217000,PH100000000,Region X,PH104200000,Misamis Occidental,PH104217000,Don Victoriano Chiongbian,8.266,123.61,281648612.5,73849.895
104209000,PH100000000,Region X,PH104200000,Misamis Occidental,PH104209000,Oroquieta City,8.451,123.733,153160123.5,81054.817
104211000,PH100000000,Region X,PH104200000,Misamis Occidental,PH104211000,Panaon,8.362,123.792,33995883.86,53399.78
104205000,PH100000000,Region X,PH104200000,Misamis Occidental,PH104205000,Clarin,8.21,123.77,78110482.78,61871.048
104210000,PH100000000,Region X,PH104200000,Misamis Occidental,PH104210000,City of Ozamiz,8.156,123.777,149666756.8,86245.097
101305000,PH100000000,Region X,PH101300000,Bukidnon,PH101305000,Impasug-Ong,8.393,125.122,954646169.9,186858.369
104306000,PH100000000,Region X,PH104300000,Misamis Oriental,PH104306000,Claveria,8.669,124.991,621978228.8,176885.069
104303000,PH100000000,Region X,PH104300000,Misamis Oriental,PH104303000,Balingoan,8.936,124.878,67703148.93,47931.384
104309000,PH100000000,Region X,PH104300000,Misamis Oriental,PH104309000,Gitagum,8.56,124.4,39455931.89,28907.521
104312000,PH100000000,Region X,PH104300000,Misamis Oriental,PH104312000,Kinoguitan,8.954,124.827,44269218.17,44774.188
104301000,PH100000000,Region X,PH104300000,Misamis Oriental,PH104301000,Alubijid,8.488,124.436,117054646.2,63039.281
104314000,PH100000000,Region X,PH104300000,Misamis Oriental,PH104314000,Laguindingan,8.592,124.442,36561523.68,31285.573
104316000,PH100000000,Region X,PH104300000,Misamis Oriental,PH104316000,Lugait,8.341,124.299,38481949.63,36998.291
104322000,PH100000000,Region X,PH104300000,Misamis Oriental,PH104322000,Salay,8.861,124.833,78608745.05,40718.324
104305000,PH100000000,Region X,PH104300000,Misamis Oriental,PH104305000,Cagayan de Oro City,8.373,124.602,506630048.9,190070.32
104324000,PH100000000,Region X,PH104300000,Misamis Oriental,PH104324000,Tagoloan,8.535,124.79,50196996.87,40652.867
101322000,PH100000000,Region X,PH101300000,Bukidnon,PH101322000,Cabanglasan,8.073,125.326,306806125.9,96839.932
112305000,PH110000000,Region XI,PH112300000,Davao del Norte,PH112305000,Kapalong,7.837,125.574,775274407.6,185548.901
112303000,PH110000000,Region XI,PH112300000,Davao del Norte,PH112303000,Carmen,7.372,125.678,145730904.9,93713.851
112315000,PH110000000,Region XI,PH112300000,Davao del Norte,PH112315000,City of Panabo,7.33,125.606,252104410.3,131696.489
112318000,PH110000000,Region XI,PH112300000,Davao del Norte,PH112318000,Santo Tomas,7.511,125.632,239614117.4,77944.808
112322000,PH110000000,Region XI,PH112300000,Davao del Norte,PH112322000,Talaingod,7.687,125.499,654607521.3,138635.75
101317000,PH100000000,Region X,PH101300000,Bukidnon,PH101317000,Quezon,7.713,125.167,647225189.3,133154.753
112401000,PH110000000,Region XI,PH112400000,Davao del Sur,PH112401000,Bansalan,6.856,125.222,214567295.8,81499.39
112402000,PH110000000,Region XI,PH112400000,Davao del Sur,PH112402000,Davao City,7.264,125.419,2341425938.0,310357.04
112507000,PH110000000,Region XI,PH112500000,Davao Oriental,PH112507000,Lupon,7.074,126.15,540122184.5,126775.314
112508000,PH110000000,Region XI,PH112500000,Davao Oriental,PH112508000,Manay,7.209,126.432,416197680.5,110248.517
